日期,收盘点位,市值(港币),PE-TTM等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2022-11-22,=3515.3700,=8403702999702.1221,=-35.4654,=0.9896,=351.7504,=86.3097,=61.0283
2022-11-21,=3631.9700,=8704933392060.5381,=-39.0759,=0.9843,=351.5930,=86.1896,=61.0283
2022-11-18,=3742.7000,=8987099787785.3711,=-40.8260,=0.9808,=336.7333,=86.1431,=61.0283
2022-11-17,=3721.6100,=8920339696791.9609,=-42.6515,=0.9790,=336.7333,=86.0966,=60.5193
2022-11-16,=3805.2500,=9109177131669.8203,=-43.3652,=0.9772,=329.5674,=86.0206,=60.5193
2022-11-15,=3813.8600,=9092462142074.0605,=-56.7436,=0.9579,=325.6270,=85.9445,=60.5193
2022-11-14,=3554.3900,=8375778310947.0195,=-50.6409,=0.9631,=321.1051,=85.8896,=60.5193
2022-11-11,=3491.7000,=8268564576162.9297,=-45.6892,=0.9754,=318.5249,=85.8346,=60.5193
2022-11-10,=3172.7600,=7400004346020.5703,=-36.1751,=0.9859,=318.5249,=85.7896,=60.2223
2022-11-09,=3280.4800,=7657068336627,=-41.9492,=0.9806,=311.1454,=85.7445,=60.2223
2022-11-08,=3343.7600,=7864835658806.2617,=-46.5422,=0.9770,=309.7165,=85.5362,=60.2223
2022-11-07,=3396.6400,=8001301989199.4102,=-49.2872,=0.9716,=309.5737,=85.3278,=60.2223
2022-11-04,=3264.2300,=7797625190316.2988,=-39.5091,=0.9840,=306.2807,=85.2507,=60.2223
2022-11-03,=3035.3900,=7166366912620.0498,=-32.7778,=0.9964,=306.2807,=85.1735,=60.0277
2022-11-02,=3156.5900,=7505312365750.3984,=-34.3364,=0.9947,=305.0059,=85.1505,=60.0277
2022-11-01,=3075.1600,=7319816334586.7002,=-33.7667,=0.9964,=300.8922,=85.1275,=60.0277
2022-10-31,=2852.5700,=6717327955584.8496,=-29.5589,=1,=292.9717,=85.0956,=60.0277
2022-10-28,=2822.9200,=6659154768203.1406,=-31.0344,=1,=292.9400,=85.0636,=60.0277
2022-10-27,=2989.1800,=7078959098157.1797,=-35.9202,=0.9964,=292.9400,=84.9235,=59.8929
2022-10-26,=2956.4100,=6973152058905.0801,=-38.4345,=0.9964,=274.0170,=84.7833,=59.8929
2022-10-25,=2884.7900,=6846043764106.6406,=-35.4642,=0.9982,=266.7774,=84.7720,=59.8929
2022-10-24,=2801.9900,=6705209632538.2188,=-34.6914,=1,=266.6683,=84.7607,=59.8929
2022-10-21,=3101.3700,=7544828178272.9805,=-41.7059,=1,=252.4016,=84.6833,=59.8929
2022-10-20,=3120.8300,=7574599597569.8604,=-42.9486,=1,=252.4016,=84.6059,=59.2123
2022-10-19,=3196.5800,=7866249974408.5518,=-47.0156,=1,=234.9147,=84.6059,=59.2123
2022-10-18,=3336.2500,=8238596102906.0215,=-52.2182,=0.9945,=217.3959,=84.6058,=59.2123
2022-10-17,=3200.1200,=7955526705487.2100,=-47.4219,=1,=206.3310,=84.5991,=59.2123
2022-10-14,=3206.6300,=8005824138418.3184,=-48.3401,=0.9982,=204.0211,=84.5923,=59.2123
2022-10-13,=3157.7500,=7913851211611.3896,=-48.0379,=1,=204.0211,=84.5851,=59.1696
2022-10-12,=3269.5400,=8167587876193.7314,=-53.3876,=1,=199.5967,=84.5779,=59.1696
2022-10-11,=3278.2400,=8213509392560.9902,=-57.4734,=1,=181.5978,=84.4795,=59.1696
2022-10-10,=3398.8800,=8543996290382.6113,=-67.4976,=1,=178.6046,=84.3810,=59.1696
2022-10-07,=3539.8700,=8875335909047.1016,=-74.3381,=1,=174.0679,=84.2758,=59.1696
2022-10-06,=3660.7200,=9161281582337.9063,=-83.8049,=0.9945,=174.0679,=84.1706,=58.9672
2022-10-05,=3685.5100,=9232563734417.8906,=-89.0437,=0.9945,=172.3912,=84.0802,=58.9672
2022-10-03,=3427.1300,=8601416320421.2021,=-83.1241,=0.9981,=170.6411,=83.9898,=58.9672
2022-09-30,=3450.1200,=8670015567213.2305,=-77.8507,=1,=168.6327,=83.9564,=58.9672
2022-09-29,=3482.5200,=8765097628186.2383,=-83.3703,=1,=168.0643,=83.9231,=58.9672
2022-09-28,=3526.2300,=8790198258353.6904,=-89.8971,=1,=168.0643,=83.7827,=58.2567
2022-09-27,=3667.4100,=9125709564315.2891,=-106.1073,=0.9907,=167.4508,=83.6423,=58.2567
2022-09-26,=3647.3900,=9092219456807.3398,=-104.2515,=0.9963,=165.6010,=83.5792,=58.2567
2022-09-23,=3589.6300,=8901624974991.5996,=-107.9491,=0.9944,=161.8540,=83.5162,=58.2567
2022-09-22,=3673.8000,=9143939538497.7305,=-106.1812,=0.9962,=159.7021,=83.5015,=58.2567
2022-09-21,=3737.3200,=9334744865410.0215,=-105.5685,=0.9981,=159.7021,=83.4869,=56.6784
2022-09-20,=3853.9800,=9617477896920.9199,=-108.6317,=0.9981,=159.5052,=83.4597,=56.6784
2022-09-19,=3778.7700,=9395772160940.4785,=-104.3908,=1,=156.9372,=83.4325,=56.6784
2022-09-16,=3858.4600,=9616996512123.5586,=-119.7452,=1,=156.4994,=83.4122,=56.6784
2022-09-15,=3963.3100,=9844314606117.2109,=-135.6053,=1,=155.2896,=83.3920,=56.6784
2022-09-14,=3953.3700,=9811347154423.4219,=-139.6491,=1,=155.2896,=83.2398,=55.8568
2022-09-13,=4069.2900,=10074296817670.6016,=-141.9793,=1,=153.3749,=83.0877,=55.8568
2022-09-09,=4077.3200,=10064662899059.7402,=-155.0155,=1,=153.0689,=83.0440,=55.8568
2022-09-08,=3974.0500,=9793034907058.2695,=-184.0928,=0.9981,=148.7627,=83.0003,=55.8568
2022-09-07,=4014.0100,=9930476930282.7109,=-176.2598,=1,=147.9373,=82.9720,=55.8568
2022-09-06,=4066.8300,=10038400837096.4805,=-237.2957,=1,=147.9373,=82.9437,=54.8431
2022-09-05,=4063.9100,=10079819127518.4805,=-240.5253,=1,=146.1575,=82.9334,=54.8431
2022-09-02,=4143.5300,=10330052459625.4492,=-245.1386,=1,=143.6165,=82.9232,=54.8431
2022-09-01,=4204.0300,=10403188267927.3008,=-262.8979,=0.9981,=143.1359,=82.9194,=54.8431
2022-08-31,=4273.6800,=10607715811529.8203,=-325.5939,=0.9942,=142.8852,=82.9156,=54.8431
2022-08-30,=4227.4300,=10526857124771.0195,=-256.2090,=1,=142.8852,=82.9106,=54.7247
2022-08-29,=4249.1700,=10546654859832.9805,=-299.0711,=0.9961,=142.4719,=82.9056,=54.7247
2022-08-26,=4302.1700,=10598753410436.1016,=-252.0271,=0.9981,=140.1585,=82.8465,=54.7247
2022-08-25,=4268.5400,=10512347492528.0938,=-420.3483,=0.9864,=139.1540,=82.7873,=54.7247
2022-08-24,=4026.4500,=9864011078799.0898,=-374.3899,=0.9942,=138.9280,=82.7615,=54.7247
2022-08-23,=4141.0400,=10080177094333.5898,=-325.3118,=0.9961,=138.9280,=82.7357,=54.2218
2022-08-22,=4152.0400,=10067319605731.1094,=-1172.6739,=0.9843,=138.1662,=82.7279,=54.2218
2022-08-19,=4192.3100,=10150517205065.6797,=-1270.5683,=0.9843,=137.7578,=82.7202,=54.2218
2022-08-18,=4192.6400,=10123946851154.0293,=-559.0942,=0.9862,=136.9071,=82.7191,=54.2218
2022-08-17,=4238.9000,=10164949079479.9336,=-1777.4756,=0.9843,=135.4483,=82.7180,=54.2218
2022-08-16,=4221.0300,=10108494415688.7480,=-5813.2700,=0.9803,=135.4483,=82.6863,=52.6792
2022-08-15,=4308.3100,=10276068932256.3613,=605.6720,=0.9605,=135.4387,=82.6545,=52.6792
2022-08-12,=4350.0700,=10363369140134.8789,=858.9464,=0.9644,=135.3421,=82.5799,=52.6792
2022-08-11,=4326.8500,=10278726481599.1816,=2882.9074,=0.9802,=133.8709,=82.5054,=52.6792
2022-08-10,=4173.7700,=9929286666870.4609,=1852.7411,=0.9801,=133.5310,=82.4134,=52.6792
2022-08-09,=4295.2400,=10174998973250.6699,=1398.5279,=0.9801,=133.5310,=82.3213,=52.6761
2022-08-08,=4335.5400,=10253273742466.7188,=1398.3419,=0.9800,=133.2880,=82.2822,=52.6761
2022-08-05,=4415.8600,=10515898212994.0215,=1172.1659,=0.9780,=131.6578,=82.2431,=52.6761
2022-08-04,=4381.1200,=10565689994751.6211,=541.5951,=0.9619,=131.3784,=82.2125,=52.6761
2022-08-03,=4246.1300,=10222470361400.8301,=475.1454,=0.9518,=130.7504,=82.1819,=52.6761
2022-08-02,=4194.0400,=10024634099177.2305,=529.5276,=0.9598,=130.7504,=82.1701,=52.3993
2022-08-01,=4324.0300,=10293082719523.8008,=406.5897,=0.9435,=129.7965,=82.1583,=52.3993
2022-07-29,=4331.1900,=10364831279159.8262,=623.2481,=0.9697,=129.1385,=82.0895,=52.3993
2022-07-28,=4552.5400,=10905685601548.1406,=479.7668,=0.9575,=128.7581,=82.0207,=52.3993
2022-07-27,=4536.6200,=10932676389159.1191,=573.9507,=0.9655,=128.4766,=81.8542,=52.3993
2022-07-26,=4596.3400,=11158507005995.0117,=619.3633,=0.9695,=128.4766,=81.6876,=51.7005
2022-07-25,=4534.3400,=10950650844076.8008,=484.6303,=0.9613,=127.3456,=81.6795,=51.7005
2022-07-22,=4597.6400,=11157222149322.8184,=411.2091,=0.9531,=126.8552,=81.6713,=51.7005
2022-07-21,=4582.3600,=11140627042079.1895,=482.4579,=0.9611,=126.0674,=81.4992,=51.7005
2022-07-20,=4576.8600,=11210117038752.0098,=555.1972,=0.9672,=126.0367,=81.3271,=51.7005
2022-07-19,=4506.7400,=11023477791753.0391,=1115.3660,=0.9754,=126.0367,=81.2431,=51.4032
2022-07-18,=4574.4000,=11153719959110.0391,=1175.3200,=0.9794,=125.7520,=81.1591,=51.4032
2022-07-15,=4440.1100,=10864424428733.4082,=1010.3328,=0.9773,=125.1181,=81.1381,=51.4032
2022-07-14,=4587.7300,=11259741697279.5195,=629.2419,=0.9773,=124.6523,=81.1171,=51.4032
2022-07-13,=4547.1000,=11169376130687.1406,=455.6584,=0.9710,=124.5599,=81.0327,=51.4032
2022-07-12,=4524.1100,=11133844098382.4395,=502.1950,=0.9751,=124.5599,=80.9484,=51.2774
2022-07-11,=4622.9200,=11433282092662.9727,=425.3004,=0.9709,=124.0946,=80.8031,=51.2774
2022-07-08,=4808.4700,=11923339188628.5371,=335.5627,=0.9583,=123.8078,=80.6578,=51.2774
2022-07-07,=4780.0400,=11808553447723.4688,=335.9673,=0.9582,=123.6562,=80.6064,=51.2774
2022-07-06,=4801.7500,=11834075615905.2207,=306.1175,=0.9498,=123.5227,=80.5549,=51.2774
2022-07-05,=4861.4000,=11891758876396.7891,=282.2280,=0.9350,=123.5227,=80.5463,=50.8811
2022-07-04,=4884.1800,=11868566377815.9902,=391.8274,=0.9706,=123.4900,=80.5377,=50.8811
2022-06-30,=4870.3000,=11859718846427.8398,=316.0819,=0.9579,=122.4646,=80.4731,=50.8811
2022-06-29,=4937.2300,=12152380104580.2305,=169.9030,=0.9156,=121.1583,=80.4084,=50.8811
2022-06-28,=5103.8900,=12495523594330.3594,=141.1717,=0.8795,=121.1345,=80.4005,=50.8811
2022-06-27,=5072.8900,=12578458697248.5684,=131.9596,=0.8496,=121.1345,=80.3927,=50.5715
2022-06-24,=4844.5800,=12270392577346.3418,=121.9770,=0.8068,=119.8568,=80.3812,=50.5715
2022-06-23,=4655.9100,=11830933145872.0020,=123.0030,=0.8128,=118.1777,=80.3697,=50.5715
2022-06-22,=4552.3300,=11524661498228.8398,=123.3207,=0.8145,=117.1588,=80.3405,=50.5715
2022-06-21,=4760.1400,=11961551446069.9180,=127.6460,=0.8355,=116.9521,=80.3114,=50.5715
2022-06-20,=4657.3700,=11742185042557.4609,=123.3017,=0.8180,=116.9521,=80.1459,=50.4107
2022-06-17,=4653.3600,=11698171247167.1602,=130.9086,=0.8455,=116.1189,=79.9804,=50.4107
2022-06-16,=4547.2200,=11448363452605.0293,=136.8902,=0.8624,=114.9013,=79.9759,=50.4107
2022-06-15,=4703.7200,=11822917073964.3281,=137.7649,=0.8642,=113.9559,=79.9713,=50.4107
2022-06-14,=4595.7400,=11534429387938.6914,=156.5428,=0.8942,=113.8627,=79.9560,=50.4107
2022-06-13,=4598.6500,=11552567185659.8184,=165.0047,=0.9026,=113.8627,=79.9406,=50.2696
2022-06-10,=4826.4200,=12015322428734.3984,=85.0501,=0.6074,=113.8311,=79.9249,=50.2696
2022-06-09,=4749.5700,=11907290872673.1309,=75.1374,=0.4043,=113.8311,=79.9091,=50.2696
2022-06-08,=4818.3600,=11934344849903.3398,=77.0855,=0.4270,=113.8311,=79.9249,=50.2696
2022-06-07,=4599.4800,=11231281875059.5703,=80.6195,=0.5066,=113.8311,=79.9406,=50.2696
2022-06-06,=4601.9500,=11202453524422.6895,=81.9591,=0.5405,=113.8627,=79.9249,=49.9713
2022-06-02,=4397.7400,=10721957239312.2305,=82.0958,=0.5395,=113.8627,=79.9091,=49.9713
2022-06-01,=4433.3800,=10820715474249.0703,=83.6475,=0.5758,=113.8627,=79.8572,=49.9713
2022-05-31,=4483.6000,=10942995504658.9395,=87.6983,=0.6300,=113.8627,=79.8053,=49.9713
2022-05-30,=4352.0200,=10597747358213.9492,=90.0657,=0.6556,=113.8627,=79.7805,=49.9713
2022-05-27,=4186.9500,=10210033211043.4531,=93.0431,=0.6903,=113.9559,=79.7557,=49.9698
2022-05-26,=4033.7900,=9724651500848.6602,=74.1142,=0.4058,=113.9559,=79.7313,=49.9698
2022-05-25,=4043.6900,=9761080341992.3887,=72.1814,=0.3733,=113.9559,=79.7557,=49.9698
2022-05-24,=4032.3400,=9810432741728.3398,=155.4239,=0.8931,=113.9559,=79.7805,=49.9698
2022-05-23,=4177.6500,=10131985908692.4102,=147.7304,=0.8862,=113.8627,=79.7557,=49.9698
2022-05-20,=4284.4200,=10367428157448.2500,=138.3748,=0.8680,=113.8627,=79.7313,=49.9145
2022-05-19,=4090.7200,=9923593640422.9707,=118.6079,=0.8117,=113.8311,=79.7070,=49.9145
2022-05-18,=4260.3700,=10474956148627.6113,=122.7735,=0.8225,=113.6311,=79.6789,=49.9145
2022-05-17,=4272.9500,=10524249696958.0508,=113.6778,=0.7973,=113.0159,=79.6509,=49.9145
2022-05-16,=4039.3600,=9938408766734.8789,=109.9405,=0.7833,=113.0159,=79.6096,=49.9145
2022-05-13,=4038.9700,=9941958211033.9609,=114.7706,=0.8032,=113.6311,=79.5683,=49.2567
2022-05-12,=3864.9500,=9560959661260.9805,=125.8653,=0.8413,=113.0159,=79.5267,=49.2567
2022-05-11,=4019.2800,=9940743129981.8594,=133.3464,=0.8909,=112.0100,=79.4851,=49.2567
2022-05-10,=3906.4300,=9709571512672.4297,=147.2354,=0.9089,=111.8324,=79.4648,=49.2567
2022-05-06,=4036.2600,=10077849400056.9570,=134.9844,=0.8927,=111.5598,=79.4445,=49.2567
2022-05-05,=4258.8800,=10653429384094.2695,=129.9282,=0.8879,=111.5598,=79.3975,=49.0110
2022-05-04,=4264.9100,=10657598547570.0293,=140.0025,=0.8945,=111.4341,=79.3506,=49.0110
2022-05-03,=4409.9300,=11034314028627.1094,=121.8198,=0.8736,=109.6461,=79.3321,=49.0110
2022-04-29,=4471.7500,=11148182595360.9883,=120.2064,=0.8687,=108.8303,=79.3136,=49.0110
2022-04-28,=4066.8900,=9968450839344.1992,=126.4378,=0.8868,=108.5950,=79.3019,=49.0110
2022-04-27,=3981.1400,=9739336434262.5098,=112.5726,=0.8796,=108.5950,=79.2902,=48.9406
2022-04-26,=3915.2700,=9678016258510.7617,=121.5319,=0.8840,=108.4847,=79.2590,=48.9406
2022-04-25,=3806.1900,=9361145309069.9785,=130.4524,=0.8930,=106.6799,=79.2277,=48.9406
2022-04-22,=4001.0800,=9810332391618,=127.6820,=0.8928,=105.8543,=79.1581,=48.9406
2022-04-21,=3990.0800,=9895144162167.4395,=107.3781,=0.8925,=105.7926,=79.0885,=48.9406
2022-04-20,=4134.0400,=10285677596794.8301,=106.6301,=0.8899,=105.7926,=79.0523,=48.5560
2022-04-19,=4156.4200,=10355898865429.4688,=103.5099,=0.8897,=105.4332,=79.0162,=48.5560
2022-04-14,=4320.1000,=10749619061605.0293,=101.6267,=0.8824,=105.2280,=79.0122,=48.5560
2022-04-13,=4268.9100,=10725310704059.7305,=97.8329,=0.8703,=102.4837,=79.0082,=48.5560
2022-04-12,=4249.5900,=10648456241987.9102,=103.1181,=0.8889,=101.6603,=78.9173,=48.5560
2022-04-11,=4191.0300,=10407694598689.8809,=94.9605,=0.8626,=101.6603,=78.8265,=48.3826
2022-04-08,=4422.7400,=10953022949034.6309,=92.2745,=0.8527,=101.6058,=78.7777,=48.3826
2022-04-07,=4474.1300,=11116376963594.5586,=87.8332,=0.8238,=100.9784,=78.7288,=48.3826
2022-04-06,=4587.7300,=11356649101786.0391,=86.9931,=0.8210,=98.1067,=78.7178,=48.3826
2022-04-04,=4769.9900,=11774819784963.3418,=92.5753,=0.8421,=97.8842,=78.7067,=48.3826
2022-04-01,=4524.2500,=11232029292689.2793,=98.5531,=0.8633,=97.8842,=78.6604,=47.9257
2022-03-31,=4557.9900,=11288603608283.2598,=95.8502,=0.8582,=97.3668,=78.6141,=47.9257
2022-03-30,=4622.5700,=11516682322393.8203,=100.6794,=0.8699,=97.3612,=78.6058,=47.9257
2022-03-29,=4607.0900,=11446472810031.4102,=100.1766,=0.9058,=97.0733,=78.5975,=47.9257
2022-03-28,=4494.0100,=11128559176046.0508,=187.0920,=0.9758,=96.7556,=78.5503,=47.9257
2022-03-25,=4379.3300,=10813961398059.8984,=155.3708,=0.9757,=96.7556,=78.5031,=47.3469
2022-03-24,=4609.0200,=11342674685494.7090,=113.4696,=0.9586,=96.4873,=78.4115,=47.3469
2022-03-23,=4749.1200,=11794074890844.4805,=95.0197,=0.9122,=96.4080,=78.3200,=47.3469
2022-03-22,=4653.7000,=11521234590271.1309,=133.8992,=0.9633,=96.3181,=78.1832,=47.3469
2022-03-21,=4416.3300,=10852749039680.6602,=130.8067,=0.9706,=96.2850,=78.0464,=47.3469
2022-03-18,=4484.9300,=11049626576291.0898,=121.1799,=0.9484,=96.2850,=78.0095,=46.8104
2022-03-17,=4572.7900,=11294528312584.5918,=118.8463,=0.9458,=96.1620,=77.9725,=46.8104
2022-03-16,=4243.3900,=10384770343228.6699,=119.0914,=0.9506,=96.1084,=77.9585,=46.8104
2022-03-15,=3472.4200,=8330985403176.6514,=211.5668,=0.9851,=96.0681,=77.9445,=46.8104
2022-03-14,=3778.6000,=9203020941539.4492,=193.1086,=0.9851,=95.2573,=77.8342,=46.8104
2022-03-11,=4246.9700,=10403655255480.3301,=136.6176,=0.9801,=95.2573,=77.7239,=46.6793
2022-03-10,=4436.6500,=10947762108918.8594,=100.6165,=0.9352,=95.2351,=77.6945,=46.6793
2022-03-09,=4393.9100,=10883860979065.9414,=99.8990,=0.9375,=94.9608,=77.6652,=46.6793
2022-03-08,=4382.3200,=10811440014269.7109,=99.3677,=0.9398,=94.6913,=77.5943,=46.6793
2022-03-07,=4527.8300,=11071132539096.9707,=92.3569,=0.9347,=94.3283,=77.5233,=46.6793
2022-03-04,=4737.9300,=11022023572556.1504,=74.8520,=0.8741,=94.3283,=77.3775,=46.1115
2022-03-03,=4957.6100,=11572838618192.8301,=67.4190,=0.7828,=94.2836,=77.2317,=46.1115
2022-03-02,=5015.7400,=11649538730013.2207,=68.3321,=0.8304,=94.2836,=77.2204,=46.1115
2022-03-01,=5155.6900,=11792288965236.6992,=61.1170,=0.6015,=94.1731,=77.2092,=46.1115
2022-02-28,=5118.0200,=11654197472860.7988,=59.8673,=0.5242,=94.1731,=77.1760,=46.1115
2022-02-25,=5112.6200,=11652273850337.2227,=61.6655,=0.6199,=94.2836,=77.1428,=45.7255
2022-02-24,=5069.7900,=11630243746095.5020,=53.4052,=0.3504,=94.2836,=77.1018,=45.7255
2022-02-23,=5299.2400,=12191549996880.8691,=55.4915,=0.3923,=94.2836,=77.1428,=45.7255
2022-02-22,=5226.7000,=12079774748681.6484,=55.5059,=0.3959,=94.2836,=77.1760,=45.7255
2022-02-21,=5327.4400,=12299432413518.9805,=57.6672,=0.4510,=94.2836,=77.2092,=45.7255
2022-02-18,=5479.9000,=12795137990734.0586,=54.5584,=0.3488,=94.3283,=77.2204,=45.4751
2022-02-17,=5662.2800,=13262164058132.1699,=54.0235,=0.3316,=94.3283,=77.2317,=45.4751
2022-02-16,=5616.3800,=13190925084341.0586,=55.4285,=0.3636,=94.3283,=77.3775,=45.4751
2022-02-15,=5490.2800,=12890242950704.8906,=55.3455,=0.3802,=94.3283,=77.5233,=45.4751
2022-02-14,=5502.1800,=12948433470577.8574,=56.1403,=0.3629,=98.6910,=80.5533,=45.4751
2022-02-11,=5597.0500,=13222461471732.6914,=55.2823,=0.3717,=99.1068,=80.5719,=45.1181
2022-02-10,=5666.9900,=13373658995232.4492,=56.2878,=0.3963,=99.1068,=80.6328,=45.1181
2022-02-09,=5635.5000,=13229327644661.3203,=55.1995,=0.3737,=99.1068,=80.6938,=45.1181
2022-02-08,=5436.9200,=12720281532864.8379,=53.7804,=0.3509,=99.1068,=80.7201,=45.1181
2022-02-07,=5529.5100,=12982929725068.0293,=55.0207,=0.3889,=99.1068,=80.7464,=45.1181
2022-02-04,=5581.6300,=13122284428687.1797,=57.3672,=0.4483,=99.2342,=80.7551,=45.0451
2022-01-31,=5416.2900,=12742114827770.9980,=56.5044,=0.4362,=99.2342,=80.7637,=45.0451
2022-01-28,=5291.7000,=12358757827472.2988,=58.8285,=0.4827,=99.2342,=80.8095,=45.0451
2022-01-27,=5383.6300,=12457475096476.2695,=59.1449,=0.4893,=99.2342,=80.8553,=45.0451
2022-01-26,=5597.0300,=12993463392027.9609,=59.0135,=0.4772,=99.2342,=80.8690,=45.0451
2022-01-25,=5552.6800,=12877824716874.1797,=60.1263,=0.5403,=99.2729,=80.8826,=44.9444
2022-01-24,=5703.6300,=13136100667694.0469,=62.2568,=0.6092,=99.2729,=80.8690,=44.9444
2022-01-21,=5870.5700,=13571767388780.3984,=62.8958,=0.6189,=99.2729,=80.8553,=44.9444
2022-01-20,=5896.7100,=13628155454857.1699,=63.0518,=0.6423,=99.2729,=80.8095,=44.9444
2022-01-19,=5642.9100,=12969416596338.7793,=67.2482,=0.7799,=99.2729,=80.7637,=44.9444
2022-01-18,=5698.5400,=13018668858052.1602,=66.1390,=0.7302,=100.1646,=80.7551,=44.7366
2022-01-17,=5724.5000,=13209043293084,=66.2978,=0.7268,=100.1646,=80.7464,=44.7366
2022-01-14,=5769.0500,=13360729933979,=65.2991,=0.7068,=100.1646,=80.7201,=44.7366
2022-01-13,=5796.7800,=13514305484376.0195,=67.7562,=0.7692,=100.1646,=80.6938,=44.7366
2022-01-12,=5899.8200,=13707210236293.9297,=67.8306,=0.7658,=100.1646,=80.6142,=44.7366
2022-01-11,=5619.6700,=12970961167224.4395,=67.3668,=0.7873,=100.3153,=80.5347,=44.6965
2022-01-10,=5625.5000,=12952176638474.7305,=69.8245,=0.8255,=100.3153,=80.3891,=44.6965
2022-01-07,=5503.9100,=12764460732363.2813,=79.1404,=0.9111,=100.1646,=80.2436,=44.6965
2022-01-06,=5396.6500,=12407796776332.9902,=80.6680,=0.9164,=99.2729,=80.0563,=44.6965
2022-01-05,=5323.4700,=12111220451147.7598,=79.6983,=0.9162,=99.2342,=79.8690,=44.6965
2022-01-04,=5581.9000,=12702857506643.9219,=73.4897,=0.9104,=99.2342,=79.7941,=44.6870
2022-01-03,=5640.4700,=12779298147503.0801,=70.2532,=0.8624,=99.1068,=79.7191,=44.6870
2021-12-31,=5670.9600,=12924074835733.0508,=69.7137,=0.8592,=98.6361,=79.6597,=44.6870
2021-12-30,=5475.7000,=12385958969983.7402,=70.7113,=0.8955,=98.2196,=79.6003,=44.6870
2021-12-29,=5471.8700,=12391502362508.2188,=72.7310,=0.9122,=98.1909,=79.5627,=44.6870
2021-12-28,=5569.4200,=12628961572915.5293,=68.4268,=0.8324,=98.1909,=79.5251,=44.2998
2021-12-24,=5619.3900,=12749057872577.8379,=66.4313,=0.7892,=97.7900,=79.4833,=44.2998
2021-12-23,=5638.3100,=12787132630735.2031,=65.8153,=0.7657,=97.7900,=79.4415,=44.2998
2021-12-22,=5685.2900,=12750720930538.7617,=63.6813,=0.7192,=97.7900,=79.3927,=44.2998
2021-12-21,=5612.6900,=12615106940113.3418,=61.3285,=0.6638,=97.7900,=79.3439,=44.2998
2021-12-20,=5498.4900,=12395999805191.1094,=59.5914,=0.6081,=98.1909,=79.3169,=44.1610
2021-12-17,=5680.4700,=12725294833862.3691,=61.0470,=0.6474,=98.1909,=79.2899,=44.1610
2021-12-16,=5822.1400,=13138583252246.5684,=59.8067,=0.5333,=98.1909,=79.2742,=44.1610
2021-12-15,=5795.4400,=13189949921424.6094,=60.6807,=0.6047,=98.1909,=79.2585,=44.1610
2021-12-14,=5884.8200,=13297832454864.3789,=61.7679,=0.6356,=98.1909,=79.2251,=44.1610
2021-12-13,=6022.2300,=13559529719454.4434,=61.6533,=0.5994,=98.2196,=79.1917,=44.1126
2021-12-10,=6035.2300,=13520087400085.8691,=63.3879,=0.6540,=98.2196,=79.1493,=44.1126
2021-12-09,=6103.1600,=13728681936878.6602,=65.1116,=0.7000,=98.2196,=79.1068,=44.1126
2021-12-08,=5970.2300,=13504442919531.1309,=64.9113,=0.6991,=98.2196,=78.9390,=44.1126
2021-12-07,=5968.5000,=13604331131705.7695,=65.7458,=0.7189,=98.2196,=78.7711,=44.1126
2021-12-06,=5727.4900,=12889050454371.0098,=64.3599,=0.7181,=98.6361,=78.4827,=44.0380
2021-12-03,=5925.5200,=13421453996121.5078,=64.9522,=0.7381,=98.6361,=78.1943,=44.0380
2021-12-02,=6017.5600,=13757412455710.2578,=64.5557,=0.7313,=98.6361,=77.8092,=44.0380
2021-12-01,=6058.8000,=13788949589514.1992,=63.9707,=0.7964,=98.6361,=77.4240,=44.0380
2021-11-30,=6028.6300,=13648440945126.9102,=62.6924,=0.7748,=98.6361,=77.4057,=44.0380
2021-11-29,=6099.3500,=13869295066790.8594,=62.9306,=0.7741,=99.1068,=77.3875,=44.0285
2021-11-26,=6151.9900,=13988835674778.8789,=58.9840,=0.6677,=99.1068,=77.3588,=44.0285
2021-11-25,=6358.5400,=14475216655653.8203,=58.4471,=0.6242,=99.1068,=77.3301,=44.0285
2021-11-24,=6292.1600,=14263372385661.5391,=56.6861,=0.5167,=99.1068,=77.2263,=44.0285
2021-11-23,=6323.4800,=14376827775457.1992,=65.4478,=0.5915,=99.1068,=77.1225,=44.0285
2021-11-22,=6410.8900,=14702918888584.1191,=65.5875,=0.5994,=99.2342,=76.9882,=43.9792
2021-11-19,=6457.9700,=14837701743646.9805,=62.4847,=0.5061,=99.2342,=76.8538,=43.9792
2021-11-18,=6474.5500,=15151507506450.0820,=59.3484,=0.4338,=99.2342,=76.5888,=43.9792
2021-11-17,=6672.2800,=15687071570307.0234,=60.7999,=0.4568,=99.2342,=76.8538,=43.9792
2021-11-16,=6712.3100,=15709968123566.4297,=60.1059,=0.4365,=99.2342,=76.9882,=43.9792
2021-11-15,=6601.1500,=15393418786404.6602,=60.5955,=0.4503,=99.2729,=77.1225,=43.9596
2021-11-12,=6565.5300,=15307472315365.3008,=59.1495,=0.4268,=99.2729,=77.2550,=43.9596
2021-11-11,=6464.5300,=15084219120133.2305,=61.9481,=0.4688,=99.2729,=77.3875,=43.9596
2021-11-10,=6349.9400,=14973765807630.3203,=63.5319,=0.5549,=99.2729,=77.4057,=43.9596
2021-11-09,=6221.8500,=14555910172382.0762,=63.5661,=0.5535,=99.2729,=77.3875,=43.9596
